latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
49.79368,-121.3056,301.01,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.64,2.88,N
49.79402,-121.42526,300.18,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.93,1.38,N
49.79409,-121.31126,301.71,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.64,2.42,N
49.79425,-121.3129,300.46,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.53,2.26,N
49.79462,-121.31854,302.41,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.08,1.76,N
49.79482,-121.32021,304.19,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.02,2.26,N
49.79518,-121.32642,304.38,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.92,1.76,N
49.79543,-121.32813,304.67,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.88,1.7,N
49.79584,-121.27658,337.52,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.14,6.17,N
49.79642,-121.284,350.39,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,295.15,7.55,N
49.79642,-121.28247,356.21,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,296.99,9.16,N
49.79692,-121.28925,341.69,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,292.83,5.91,N
49.79694,-121.29073,335.97,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,291.6,7.55,N
49.79696,-121.41232,296.63,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.09,1.24,N
49.7974,-121.29577,320.39,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.19,5.91,N
49.79745,-121.29725,312.79,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.06,2.88,N
49.7979,-121.3028,320.66,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.27,2.42,N
49.79802,-121.30444,330.87,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.43,2.88,N
49.79846,-121.31047,325.69,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.4,2.42,N
49.79862,-121.31216,319.76,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.25,2.26,N
49.79902,-121.31824,324.72,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.55,1.76,N
49.79923,-121.31995,324.1,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.82,2.26,N
49.79959,-121.32611,311.8,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.39,1.76,N
49.79985,-121.32786,305.16,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.14,1.7,N
49.80073,-121.28092,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,299.81,14.99,N
49.80125,-121.28792,351.02,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,297.89,8.25,N
49.80177,-121.29517,307.21,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.98,8.25,N
49.80219,-121.4858,295.98,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,284.94,0.62,N
49.80233,-121.30282,336.72,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,292.72,4.25,N
49.8029,-121.31076,316.41,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.42,4.25,N
49.80346,-121.31845,309.05,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.23,1.48,N
49.804,-121.32599,303.25,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.37,1.48,N
49.80507,-121.27975,355.51,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,298.17,14.99,N
49.80561,-121.28712,342.64,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,293.02,8.25,N
49.80618,-121.29497,330.91,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,291.41,8.25,N
49.80674,-121.30267,329.31,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,291.61,4.25,N
49.80729,-121.31024,325.26,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,291.51,4.25,N
49.80783,-121.31766,309.85,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.31,1.48,N
49.80892,-121.2721,321.63,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.05,4.08,N
49.8095,-121.2799,321.1,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.51,4.08,N
49.81006,-121.28768,330.43,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.7,4.79,N
49.81062,-121.29532,324.31,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.55,4.79,N
49.81115,-121.30249,321.42,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.84,2.17,N
49.81165,-121.30942,309.77,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.67,2.17,N
49.81218,-121.31657,301.51,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.61,1.36,N
49.8123,-121.25804,302.23,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.99,2.35,N
49.81282,-121.26501,321.76,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.22,2.35,N
49.81334,-121.272,322.05,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.42,4.08,N
49.8139,-121.27969,332.21,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,291.58,4.08,N
49.81446,-121.28741,343.76,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,296.13,4.79,N
49.81501,-121.29485,319.95,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.16,4.79,N
49.81554,-121.30214,305.91,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.82,2.17,N
49.81668,-121.25748,334.7,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.66,4.94,N
49.81719,-121.26438,342.42,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,293.16,4.94,N
49.8173,-121.51022,340.19,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,287.82,4.23,N
49.81767,-121.51537,338.81,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,287.03,4.23,N
49.81769,-121.27121,329.25,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.9,2.99,N
49.81823,-121.27859,320.94,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.51,2.99,N
49.81879,-121.28617,315.79,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.01,4.29,N
49.82099,-121.25613,331.48,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.48,4.94,N
49.82151,-121.26305,319.04,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.97,4.94,N
49.8217,-121.50944,302.33,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,285.27,4.23,N
49.82202,-121.26998,316.68,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.53,2.99,N
49.82209,-121.51476,296.15,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,283.93,4.23,N
49.82257,-121.27741,306.6,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.32,2.99,N
49.8227,-121.33924,300.69,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.96,0.87,N
49.82523,-121.25367,318.28,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.89,2,N
49.82574,-121.26053,309.4,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.74,2,N
49.82628,-121.26781,312.53,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.9,3.12,N
49.82789,-116.47262,299.89,0.45,0.39,2026-08-01,945,N,VIIRS,n,2.0NRT,285.78,1.54,N
49.83,-121.25835,311.43,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.17,2,N
49.83078,-116.46589,305.82,0.45,0.39,2026-08-01,945,N,VIIRS,n,2.0NRT,286.6,0.57,N
49.83516,-121.32777,303.25,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.95,1.33,N
49.8428,-117.95264,307.31,0.51,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,286.78,1.51,N
49.84532,-121.2275,300.6,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.86,1.38,N
49.84579,-121.2337,313.36,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.04,1.38,N
49.84928,-121.2216,322.24,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.48,2.77,N
49.84977,-121.22807,320.51,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.16,2.21,N
49.85026,-121.23449,304.92,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.58,2.21,N
49.85061,-121.29748,300.87,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.96,1.15,N
49.85371,-121.22191,308.68,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.7,2.77,N
49.85403,-117.69395,308.16,0.5,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,286.41,4.44,N
49.85416,-121.28593,309.15,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.35,1.83,N
49.8542,-121.22832,300.99,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.09,2.21,N
49.85455,-121.29114,302.4,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.6,2.38,N
49.85469,-117.70016,321.14,0.5,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,289.36,4.44,N
49.85492,-121.29604,316.36,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.94,2.38,N
49.85529,-121.30079,339.39,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.62,8.07,N
49.85535,-117.70626,349.41,0.5,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,297.08,19.19,N
49.85635,-121.49468,328.11,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,286.24,3.27,N
49.85696,-121.20663,308.39,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.3,5.77,N
49.85705,-121.50427,336.32,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,288.01,7.31,N
49.85745,-121.2131,306.49,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.2,1.6,N
49.85762,-117.69174,342.4,0.5,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,294.95,4.44,N
49.85796,-121.21971,316.36,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.94,1.6,N
49.85827,-117.69779,302.96,0.5,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,288.12,4.44,N
49.85919,-121.29393,304.39,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.3,2.38,N
49.85931,-117.96276,320.79,0.51,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,287,2.08,N
49.85956,-121.29884,343.17,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.82,8.07,N
49.86027,-121.19238,327.24,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.33,3.79,N
49.86071,-121.49315,317.47,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,285.86,2.9,N
49.86071,-121.19809,344.97,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.6,5.77,N
49.86115,-121.20387,322.23,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.99,5.77,N
49.86118,-117.68922,313.44,0.5,0.41,2026-08-01,945,N,VIIRS,n,2.0NRT,288.47,1.77,N
49.86125,-121.5006,337.65,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,287.93,5.99,N
49.86163,-121.21009,313.66,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.71,1.6,N
49.86216,-121.21702,299.29,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.03,1.6,N
49.86267,-121.22372,303.54,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.21,2.17,N
49.86317,-121.23018,316,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287,2.17,N
49.86346,-121.29186,301.8,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.99,1.56,N
49.86366,-121.23656,300.93,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.16,1.45,N
49.8641,-121.18492,319.24,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.3,6.94,N
49.86413,-121.24266,300.12,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.31,1.45,N
49.86456,-121.1909,351.61,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,291.44,6.94,N
49.86497,-121.19614,314.39,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.76,2.54,N
49.8654,-121.20181,304.76,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.44,2.54,N
49.86639,-121.21463,304.4,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.21,4.21,N
49.8669,-121.22127,304.04,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.81,1.87,N
49.8674,-121.2278,316.79,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287,1.87,N
49.86837,-121.18324,345.09,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.43,6.94,N
49.86883,-121.18909,312,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.97,6.94,N
49.87065,-121.2127,343.68,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,290.36,4.21,N
49.87068,-121.27055,303.5,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.5,1.08,N
49.87163,-121.22545,306.13,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.15,1.87,N
49.87218,-121.17556,304.98,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.45,2.56,N
49.87265,-121.18154,350.57,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.15,6.72,N
49.87311,-121.18754,299.66,0.45,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.03,6.72,N
49.87445,-121.2049,304.94,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.03,1.42,N
49.91742,-121.53477,303.66,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,282.33,1.65,N
49.91987,-121.52946,316.35,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,285.7,1.79,N
49.92029,-121.53533,313.55,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,285.8,1.86,N
49.9207,-121.54107,295.61,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,282.96,1.86,N
49.92141,-121.52838,305.99,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,284.84,1.65,N
49.92185,-121.53423,306.06,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,285.48,1.65,N
49.92229,-121.54002,298.78,0.47,0.48,2026-08-01,945,N,VIIRS,n,2.0NRT,282.88,1.36,N
49.93439,-121.29905,339.23,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.73,3.22,N
49.93757,-121.28222,295.65,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.11,0.73,N
49.93874,-121.2981,318.56,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.84,3.22,N
49.93927,-121.30524,297.56,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.35,3.6,N
49.94761,-121.35802,295.54,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.33,0.95,N
49.94804,-121.30399,306.04,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.43,2.2,N
49.94809,-121.36451,307.71,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.32,0.95,N
49.95661,-121.3001,314.62,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.3,3.46,N
49.96772,-118.24205,340.39,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,290.49,6.76,N
49.96845,-118.2494,346.77,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,294,7.48,N
49.96921,-118.25702,322.7,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,290.7,7.48,N
49.97145,-118.24019,339.02,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,293.78,9.39,N
49.9722,-118.24762,309.63,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,290.73,3.34,N
49.97521,-118.23858,336.4,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,291.43,9.39,N
49.9804,-118.25121,296.98,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,286.74,0.79,N
49.9909,-118.3171,312.86,0.53,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,289.3,2.7,N
49.99464,-118.31513,302.53,0.53,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,289.76,2.91,N
49.99542,-118.32299,331.59,0.53,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,288.93,2.91,N
49.99683,-118.29777,295.52,0.52,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,285.35,1.12,N
49.99916,-118.32108,313.02,0.53,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,289.02,2.91,N
50.00213,-118.31152,300.49,0.53,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,286.12,1.05,N
50.00289,-118.31915,304.76,0.53,0.42,2026-08-01,945,N,VIIRS,n,2.0NRT,287.37,1.05,N
50.07069,-121.28687,303.24,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.85,1.09,N
50.07367,-121.26754,295.09,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.31,0.93,N
50.07806,-121.26711,309.03,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.24,0.93,N
50.07914,-121.22294,299.02,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.11,1.04,N
50.08341,-121.22101,304.81,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.7,1.04,N
50.08684,-121.26601,336.97,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287,4.12,N
50.08786,-121.33827,301.17,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.62,1.12,N
50.09118,-121.26487,333.34,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.83,3.24,N
50.09163,-121.27071,298.21,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.58,3.26,N
50.09553,-121.26379,311,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.5,3.24,N
50.09596,-121.26941,327.28,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.31,3.26,N
50.09889,-121.25758,298.35,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.79,0.86,N
50.09935,-121.26392,335.57,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,288.24,12.15,N
50.09939,-121.25633,298.2,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.64,3.69,N
50.09974,-121.26927,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,296.99,12.15,N
50.0999,-121.263,326.66,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.16,3.69,N
50.10014,-121.27487,313.4,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.59,4.98,N
50.10031,-121.26839,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,297.77,13.8,N
50.10073,-121.27383,323.53,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.93,13.8,N
50.10121,-121.22807,295.36,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,280.8,1.88,N
50.10155,-121.22694,296.27,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,281.18,0.6,N
50.10321,-121.25606,300.2,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.3,0.86,N
50.10369,-121.25476,301.06,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.42,3.69,N
50.10371,-121.26295,341.34,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,289.07,12.15,N
50.10411,-121.26841,352.57,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,294.18,12.15,N
50.10425,-121.26196,339.94,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,287.88,3.69,N
50.10449,-121.2737,323.32,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,285.8,4.98,N
50.10468,-121.26754,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,293.79,13.8,N
50.10508,-121.27275,325.53,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,286.53,13.8,N
50.10756,-121.25482,332.74,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.76,48.5,N
50.10803,-121.25355,327.82,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.66,96.92,N
50.10809,-121.26222,334.08,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,294.17,67.81,N
50.10848,-121.2677,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,294.12,67.81,N
50.10862,-121.2611,344.63,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,292.2,96.92,N
50.10886,-121.27282,306.85,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.24,4.95,N
50.10906,-121.26688,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,296.76,23.34,N
50.10945,-121.27197,315.52,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.77,23.34,N
50.1104,-121.23292,298.03,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,281.26,2.3,N
50.11079,-121.2319,299.72,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,280.84,0.43,N
50.11134,-121.2459,315.85,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.14,48.5,N
50.11178,-121.24477,316.64,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.01,5.49,N
50.11191,-121.25388,315.11,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,301.55,48.5,N
50.11238,-121.25255,321.8,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,301.3,96.92,N
50.11246,-121.26151,356.63,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,316.56,67.81,N
50.11286,-121.26704,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,296.99,67.81,N
50.11299,-121.26039,351.31,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,328.64,96.92,N
50.11325,-121.27236,302.68,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.77,4.95,N
50.11345,-121.26625,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,297.87,23.34,N
50.11385,-121.27157,300.5,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.83,23.34,N
50.11475,-121.23181,298.14,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,281.09,1.03,N
50.1157,-121.24494,325.93,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.63,60.42,N
50.11681,-121.26049,367,0.46,0.47,2026-08-01,945,N,VIIRS,h,2.0NRT,291.39,30.55,N
50.11727,-121.26673,322.11,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,284.01,30.55,N
50.11955,-121.23703,299.5,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,280.63,1.03,N
50.12005,-121.24394,315.63,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,280.29,60.42,N
50.1206,-121.25153,316.78,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,283.63,60.42,N
50.12115,-121.25922,327.68,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.88,30.55,N
50.12165,-121.26609,302.6,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.93,30.55,N
50.12492,-121.25002,312.99,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,282.14,1.52,N
50.12548,-121.25774,321.37,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,280.65,1.94,N
50.12599,-121.26476,310.42,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,279.91,1.94,N
50.12923,-121.24844,300.27,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,280.82,1.52,N
50.1298,-121.2562,308.3,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,278.92,1.94,N
50.13029,-121.26304,305.33,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,277.52,1.94,N
50.13078,-121.26972,298.6,0.46,0.47,2026-08-01,945,N,VIIRS,n,2.0NRT,277.99,1.56,N
50.28531,-122.40314,300.65,0.52,0.5,2026-08-01,945,N,VIIRS,n,2.0NRT,282.39,1.83,N
50.2868,-122.40198,296.69,0.52,0.5,2026-08-01,945,N,VIIRS,n,2.0NRT,281.27,1.66,N
50.30364,-119.41232,326.08,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,288.59,7.12,N
50.30413,-119.41784,298.85,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,287.73,7.12,N
50.30714,-119.40542,301.58,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,287.13,0.95,N
50.3076,-119.41055,327.72,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,289.36,7.12,N
50.30807,-119.4159,356.84,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,296.3,7.12,N
50.31156,-119.40881,332.66,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,288.92,4.02,N
50.31202,-119.41397,350.32,0.39,0.44,2026-08-01,945,N,VIIRS,n,2.0NRT,291.19,4.02,N
50.56189,-121.91787,296.49,0.5,0.49,2026-08-01,945,N,VIIRS,n,2.0NRT,283.25,7.9,N
50.56233,-121.92432,355.6,0.5,0.49,2026-08-01,945,N,VIIRS,n,2.0NRT,292.55,7.9,N
50.56275,-121.93046,328.35,0.5,0.49,2026-08-01,945,N,VIIRS,n,2.0NRT,284.08,11.89,N
50.56409,-121.88361,297.85,0.5,0.49,2026-08-01,945,N,VIIRS,n,2.0NRT,284.72,1.28,N
50.56409,-121.87881,302.26,0.5,0.49,2026-08-01,945,N,VIIRS,n,2.0NRT,285.04,1.03,N
50.56645,-121.91765,310.16,0.5,0.49,2026-08-01,945,N,VIIRS,n,2.0NRT,286.34,7.9,N
